instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,humidity_pct,casual_share_pct,humidity_zero_flag
39,2011-02-08,1,0,2,False,2,True,1,0.220833,0.198246,0.537917,0.36195,64,1466,1530,53.7917,4.183006535947712,False
40,2011-02-09,1,0,2,False,3,True,2,0.134783,0.144283,0.494783,0.188839,53,1552,1605,49.4783,3.3021806853582554,False
41,2011-02-10,1,0,2,False,4,True,1,0.144348,0.149548,0.437391,0.221935,47,1491,1538,43.7391,3.05591677503251,False
42,2011-02-11,1,0,2,False,5,True,1,0.189091,0.213509,0.506364,0.10855,149,1597,1746,50.6364,8.533791523482245,False
43,2011-02-12,1,0,2,False,6,False,1,0.2225,0.232954,0.544167,0.203367,288,1184,1472,54.4167,19.565217391304348,False
44,2011-02-13,1,0,2,False,0,False,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589,45.7391,24.984266834487098,False
45,2011-02-14,1,0,2,False,1,True,1,0.415,0.39835,0.375833,0.417908,208,1705,1913,37.583299999999994,10.872974385781495,False
46,2011-02-15,1,0,2,False,2,True,1,0.266087,0.254274,0.314348,0.291374,140,1675,1815,31.434800000000003,7.7134986225895315,False
47,2011-02-16,1,0,2,False,3,True,1,0.318261,0.3162,0.423478,0.251791,218,1897,2115,42.3478,10.307328605200945,False
48,2011-02-17,1,0,2,False,4,True,1,0.435833,0.428658,0.505,0.230104,259,2216,2475,50.5,10.464646464646464,False
49,2011-02-18,1,0,2,False,5,True,1,0.521667,0.511983,0.516667,0.264925,579,2348,2927,51.6667,19.781346088144858,False
50,2011-02-19,1,0,2,False,6,False,1,0.399167,0.391404,0.187917,0.507463,532,1103,1635,18.7917,32.53822629969419,False
51,2011-02-20,1,0,2,False,0,False,1,0.285217,0.27733,0.407826,0.223235,639,1173,1812,40.7826,35.264900662251655,False
52,2011-02-21,1,0,2,True,1,False,2,0.303333,0.284075,0.605,0.307846,195,912,1107,60.5,17.615176151761517,False
53,2011-02-22,1,0,2,False,2,True,1,0.182222,0.186033,0.577778,0.195683,74,1376,1450,57.7778,5.103448275862069,False
54,2011-02-23,1,0,2,False,3,True,1,0.221739,0.245717,0.423043,0.094113,139,1778,1917,42.3043,7.250912884715702,False
55,2011-02-24,1,0,2,False,4,True,2,0.295652,0.289191,0.697391,0.250496,100,1707,1807,69.7391,5.534034311012729,False
56,2011-02-25,1,0,2,False,5,True,2,0.364348,0.350461,0.712174,0.346539,120,1341,1461,71.2174,8.213552361396303,False
57,2011-02-26,1,0,2,False,6,False,1,0.2825,0.282192,0.537917,0.186571,424,1545,1969,53.7917,21.53377348908075,False
58,2011-02-27,1,0,2,False,0,False,1,0.343478,0.351109,0.68,0.125248,694,1708,2402,68.0,28.892589508742716,False
59,2011-02-28,1,0,2,False,1,True,2,0.407273,0.400118,0.876364,0.289686,81,1365,1446,87.63640000000001,5.601659751037345,False
60,2011-03-01,1,0,3,False,2,True,1,0.266667,0.263879,0.535,0.216425,137,1714,1851,53.5,7.401404646137223,False
61,2011-03-02,1,0,3,False,3,True,1,0.335,0.320071,0.449583,0.307833,231,1903,2134,44.9583,10.824742268041238,False
62,2011-03-03,1,0,3,False,4,True,1,0.198333,0.200133,0.318333,0.225754,123,1562,1685,31.833299999999998,7.299703264094956,False
63,2011-03-04,1,0,3,False,5,True,2,0.261667,0.255679,0.610417,0.203346,214,1730,1944,61.0417,11.008230452674898,False
64,2011-03-05,1,0,3,False,6,False,2,0.384167,0.378779,0.789167,0.251871,640,1437,2077,78.91669999999999,30.813673567645644,False
65,2011-03-06,1,0,3,False,0,False,2,0.376522,0.366252,0.948261,0.343287,114,491,605,94.8261,18.84297520661157,False
66,2011-03-07,1,0,3,False,1,True,1,0.261739,0.238461,0.551304,0.341352,244,1628,1872,55.1304,13.034188034188036,False
67,2011-03-08,1,0,3,False,2,True,1,0.2925,0.3024,0.420833,0.12065,316,1817,2133,42.0833,14.814814814814813,False
68,2011-03-09,1,0,3,False,3,True,2,0.295833,0.286608,0.775417,0.22015,191,1700,1891,77.5417,10.100475938656796,False
69,2011-03-10,1,0,3,False,4,True,3,0.389091,0.385668,0.0,0.261877,46,577,623,0.0,7.3836276083467105,True
70,2011-03-11,1,0,3,False,5,True,2,0.316522,0.305,0.649565,0.23297,247,1730,1977,64.95649999999999,12.493677288821447,False
71,2011-03-12,1,0,3,False,6,False,1,0.329167,0.32575,0.594583,0.220775,724,1408,2132,59.458299999999994,33.95872420262664,False
72,2011-03-13,1,0,3,False,0,False,1,0.384348,0.380091,0.527391,0.270604,982,1435,2417,52.73910000000001,40.628878775341335,False
73,2011-03-14,1,0,3,False,1,True,1,0.325217,0.332,0.496957,0.136926,359,1687,2046,49.695699999999995,17.546432062561095,False
74,2011-03-15,1,0,3,False,2,True,2,0.317391,0.318178,0.655652,0.184309,289,1767,2056,65.5652,14.056420233463035,False
75,2011-03-16,1,0,3,False,3,True,2,0.365217,0.36693,0.776522,0.203117,321,1871,2192,77.65220000000001,14.644160583941607,False
76,2011-03-17,1,0,3,False,4,True,1,0.415,0.410333,0.602917,0.209579,424,2320,2744,60.291700000000006,15.451895043731778,False
77,2011-03-18,1,0,3,False,5,True,1,0.54,0.527009,0.525217,0.231017,884,2355,3239,52.5217,27.292374189564683,False
78,2011-03-19,1,0,3,False,6,False,1,0.4725,0.466525,0.379167,0.368167,1424,1693,3117,37.9167,45.68495348091113,False
79,2011-03-20,1,0,3,False,0,False,1,0.3325,0.32575,0.47375,0.207721,1047,1424,2471,47.375,42.37150951031971,False
80,2011-03-21,2,0,3,False,1,True,2,0.430435,0.409735,0.737391,0.288783,401,1676,2077,73.73910000000001,19.306692344727974,False
81,2011-03-22,2,0,3,False,2,True,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703,62.4583,17.01812800591935,False
82,2011-03-23,2,0,3,False,3,True,2,0.346957,0.337939,0.839565,0.234261,203,1918,2121,83.9565,9.570957095709572,False
83,2011-03-24,2,0,3,False,4,True,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,80.58330000000001,8.900804289544235,False
84,2011-03-25,2,0,3,False,5,True,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,49.5,13.574660633484163,False
85,2011-03-26,2,0,3,False,6,False,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,39.4167,39.30288461538461,False
86,2011-03-27,2,0,3,False,0,False,2,0.253043,0.250339,0.493913,0.1843,472,1221,1693,49.3913,27.879503839338454,False
87,2011-03-28,2,0,3,False,1,True,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028,30.2174,10.946745562130179,False
88,2011-03-29,2,0,3,False,2,True,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425,31.4167,13.072164948453608,False
89,2011-03-30,2,0,3,False,3,True,2,0.3,0.29735,0.646667,0.172888,168,1368,1536,64.6667,10.9375,False
90,2011-03-31,2,0,3,False,4,True,3,0.268333,0.257575,0.918333,0.217646,179,1506,1685,91.8333,10.623145400593472,False
91,2011-04-01,2,0,4,False,5,True,2,0.3,0.283454,0.68625,0.258708,307,1920,2227,68.625,13.785361472833408,False
92,2011-04-02,2,0,4,False,6,False,2,0.315,0.315637,0.65375,0.197146,898,1354,2252,65.375,39.87566607460036,False
93,2011-04-03,2,0,4,False,0,False,1,0.378333,0.378767,0.48,0.182213,1651,1598,3249,48.0,50.81563558017852,False
94,2011-04-04,2,0,4,False,1,True,1,0.573333,0.542929,0.42625,0.385571,734,2381,3115,42.625,23.563402889245584,False
95,2011-04-05,2,0,4,False,2,True,2,0.414167,0.39835,0.642083,0.388067,167,1628,1795,64.2083,9.303621169916434,False
96,2011-04-06,2,0,4,False,3,True,1,0.390833,0.387608,0.470833,0.263063,413,2395,2808,47.0833,14.707977207977208,False
97,2011-04-07,2,0,4,False,4,True,1,0.4375,0.433696,0.602917,0.162312,571,2570,3141,60.291700000000006,18.178923909582938,False
98,2011-04-08,2,0,4,False,5,True,2,0.335833,0.324479,0.83625,0.226992,172,1299,1471,83.625,11.692726036709722,False
99,2011-04-09,2,0,4,False,6,False,2,0.3425,0.341529,0.8775,0.133083,879,1576,2455,87.75,35.80448065173116,False
100,2011-04-10,2,0,4,False,0,False,2,0.426667,0.426737,0.8575,0.146767,1188,1707,2895,85.75,41.03626943005182,False
101,2011-04-11,2,0,4,False,1,True,2,0.595652,0.565217,0.716956,0.324474,855,2493,3348,71.6956,25.537634408602152,False
102,2011-04-12,2,0,4,False,2,True,2,0.5025,0.493054,0.739167,0.274879,257,1777,2034,73.9167,12.63520157325467,False
103,2011-04-13,2,0,4,False,3,True,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,81.91669999999999,9.666975023126735,False
104,2011-04-14,2,0,4,False,4,True,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,54.041700000000006,16.192225283134373,False
105,2011-04-15,2,0,4,True,5,False,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,67.125,20.537428023032632,False
106,2011-04-16,2,0,4,False,6,False,3,0.430833,0.425492,0.888333,0.340808,121,674,795,88.83330000000001,15.220125786163521,False
107,2011-04-17,2,0,4,False,0,False,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,47.9583,41.613247863247864,False
108,2011-04-18,2,0,4,False,1,True,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,54.25,19.510061242344705,False
109,2011-04-19,2,0,4,False,2,True,2,0.505833,0.489258,0.665833,0.157971,409,2795,3204,66.5833,12.765293383270912,False
110,2011-04-20,2,0,4,False,3,True,1,0.595,0.564392,0.614167,0.241925,613,3331,3944,61.4167,15.542596348884382,False
111,2011-04-21,2,0,4,False,4,True,1,0.459167,0.453892,0.407083,0.325258,745,3444,4189,40.708299999999994,17.78467414657436,False
112,2011-04-22,2,0,4,False,5,True,2,0.336667,0.321954,0.729583,0.219521,177,1506,1683,72.9583,10.51693404634581,False
113,2011-04-23,2,0,4,False,6,False,2,0.46,0.450121,0.887917,0.230725,1462,2574,4036,88.79169999999999,36.22398414271556,False
114,2011-04-24,2,0,4,False,0,False,2,0.581667,0.551763,0.810833,0.192175,1710,2481,4191,81.08330000000001,40.8017179670723,False
115,2011-04-25,2,0,4,False,1,True,1,0.606667,0.5745,0.776667,0.185333,773,3300,4073,77.6667,18.978639823226125,False
116,2011-04-26,2,0,4,False,2,True,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,72.9167,15.409090909090908,False
117,2011-04-27,2,0,4,False,3,True,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,83.54169999999999,14.12706611570248,False
118,2011-04-28,2,0,4,False,4,True,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,70.08330000000001,14.02168555938886,False
119,2011-04-29,2,0,4,False,5,True,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,45.7083,19.10772578890098,False
120,2011-04-30,2,0,4,False,6,False,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,50.3333,36.99171686746988,False
121,2011-05-01,2,0,5,False,0,False,2,0.451667,0.448204,0.762083,0.106354,1138,2213,3351,76.2083,33.9600119367353,False
122,2011-05-02,2,0,5,False,1,True,2,0.549167,0.532833,0.73,0.183454,847,3554,4401,73.0,19.24562599409225,False
123,2011-05-03,2,0,5,False,2,True,2,0.616667,0.582079,0.697083,0.342667,603,3848,4451,69.7083,13.54751741181757,False
124,2011-05-04,2,0,5,False,3,True,2,0.414167,0.40465,0.737083,0.328996,255,2378,2633,73.70830000000001,9.684770224078997,False
125,2011-05-05,2,0,5,False,4,True,1,0.459167,0.441917,0.444167,0.295392,614,3819,4433,44.4167,13.85066546356869,False
126,2011-05-06,2,0,5,False,5,True,1,0.479167,0.474117,0.59,0.228246,894,3714,4608,59.0,19.401041666666664,False
127,2011-05-07,2,0,5,False,6,False,1,0.52,0.512621,0.54125,0.16045,1612,3102,4714,54.125,34.19601187950785,False
128,2011-05-08,2,0,5,False,0,False,1,0.528333,0.518933,0.631667,0.0746375,1401,2932,4333,63.1667,32.3332564043388,False
129,2011-05-09,2,0,5,False,1,True,1,0.5325,0.525246,0.58875,0.176,664,3698,4362,58.875,15.222375057313158,False
130,2011-05-10,2,0,5,False,2,True,1,0.5325,0.522721,0.489167,0.115671,694,4109,4803,48.9167,14.449302519258797,False
131,2011-05-11,2,0,5,False,3,True,1,0.5425,0.5284,0.632917,0.120642,550,3632,4182,63.29169999999999,13.151602104256337,False
132,2011-05-12,2,0,5,False,4,True,1,0.535,0.523363,0.7475,0.189667,695,4169,4864,74.75,14.288651315789474,False
133,2011-05-13,2,0,5,False,5,True,2,0.5125,0.4943,0.863333,0.179725,692,3413,4105,86.33330000000001,16.857490864799026,False
134,2011-05-14,2,0,5,False,6,False,2,0.520833,0.500629,0.9225,0.13495,902,2507,3409,92.25,26.459372249926666,False
135,2011-05-15,2,0,5,False,0,False,2,0.5625,0.536,0.867083,0.152979,1582,2971,4553,86.70830000000001,34.74632110696244,False
136,2011-05-16,2,0,5,False,1,True,1,0.5775,0.550512,0.787917,0.126871,773,3185,3958,78.79169999999999,19.530065689742294,False
137,2011-05-17,2,0,5,False,2,True,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,83.7917,16.444336648071793,False
138,2011-05-18,2,0,5,False,3,True,2,0.55,0.527158,0.87,0.201492,536,3319,3855,87.0,13.90402075226978,False
139,2011-05-19,2,0,5,False,4,True,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,82.9583,16.065573770491802,False
140,2011-05-20,2,0,5,False,5,True,1,0.536667,0.529042,0.719583,0.125013,909,4008,4917,71.9583,18.48688224527151,False
141,2011-05-21,2,0,5,False,6,False,1,0.6025,0.571975,0.626667,0.12065,2258,3547,5805,62.6667,38.897502153316104,False
142,2011-05-22,2,0,5,False,0,False,1,0.604167,0.5745,0.749583,0.148008,1576,3084,4660,74.9583,33.81974248927039,False
143,2011-05-23,2,0,5,False,1,True,2,0.631667,0.590296,0.81,0.233842,836,3438,4274,81.0,19.560131024801123,False
144,2011-05-24,2,0,5,False,2,True,2,0.66,0.604813,0.740833,0.207092,659,3833,4492,74.0833,14.67052537845058,False
145,2011-05-25,2,0,5,False,3,True,1,0.660833,0.615542,0.69625,0.154233,740,4238,4978,69.625,14.865407794294896,False
146,2011-05-26,2,0,5,False,4,True,1,0.708333,0.654688,0.6775,0.199642,758,3919,4677,67.75,16.206970280094076,False
147,2011-05-27,2,0,5,False,5,True,1,0.681667,0.637008,0.65375,0.240679,871,3808,4679,65.375,18.61508869416542,False
148,2011-05-28,2,0,5,False,6,False,1,0.655833,0.612379,0.729583,0.230092,2001,2757,4758,72.9583,42.055485498108446,False
149,2011-05-29,2,0,5,False,0,False,1,0.6675,0.61555,0.81875,0.213938,2355,2433,4788,81.875,49.18546365914787,False
150,2011-05-30,2,0,5,True,1,False,1,0.733333,0.671092,0.685,0.131225,1549,2549,4098,68.5,37.79892630551488,False
151,2011-05-31,2,0,5,False,2,True,1,0.775,0.725383,0.636667,0.111329,673,3309,3982,63.6667,16.90105474635861,False
152,2011-06-01,2,0,6,False,3,True,2,0.764167,0.720967,0.677083,0.207092,513,3461,3974,67.7083,12.908907901358832,False
153,2011-06-02,2,0,6,False,4,True,1,0.715,0.643942,0.305,0.292287,736,4232,4968,30.5,14.814814814814813,False
154,2011-06-03,2,0,6,False,5,True,1,0.62,0.587133,0.354167,0.253121,898,4414,5312,35.4167,16.90512048192771,False
155,2011-06-04,2,0,6,False,6,False,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342,45.625,34.986896293523024,False
156,2011-06-05,2,0,6,False,0,False,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906,65.25,34.34569914390542,False
157,2011-06-06,2,0,6,False,1,True,1,0.678333,0.621858,0.6,0.121896,673,3875,4548,60.0,14.797713280562885,False
158,2011-06-07,2,0,6,False,2,True,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833,59.791700000000006,15.787295675563831,False
159,2011-06-08,2,0,6,False,3,True,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401,62.20830000000001,15.360145421495114,False
160,2011-06-09,2,0,6,False,4,True,2,0.808333,0.757579,0.568333,0.149883,563,3352,3915,56.833299999999994,14.38058748403576,False
161,2011-06-10,2,0,6,False,5,True,1,0.755,0.703292,0.605,0.140554,815,3771,4586,60.5,17.771478412559965,False
162,2011-06-11,2,0,6,False,6,False,1,0.725,0.678038,0.654583,0.15485,1729,3237,4966,65.45830000000001,34.81675392670157,False
163,2011-06-12,2,0,6,False,0,False,1,0.6925,0.643325,0.747917,0.163567,1467,2993,4460,74.7917,32.89237668161435,False
164,2011-06-13,2,0,6,False,1,True,1,0.635,0.601654,0.494583,0.30535,863,4157,5020,49.4583,17.191235059760956,False
165,2011-06-14,2,0,6,False,2,True,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,50.708299999999994,14.864035984461255,False
166,2011-06-15,2,0,6,False,3,True,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,47.1667,14.845559845559844,False
167,2011-06-16,2,0,6,False,4,True,2,0.628333,0.595346,0.688333,0.206471,545,3222,3767,68.8333,14.467746217148925,False
168,2011-06-17,2,0,6,False,5,True,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,73.5833,17.81585466556565,False
169,2011-06-18,2,0,6,False,6,False,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,67.0417,35.299863254541904,False
170,2011-06-19,2,0,6,False,0,False,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,66.6667,34.548903878583474,False
171,2011-06-20,2,0,6,False,1,True,2,0.635,0.595346,0.74625,0.155475,699,3311,4010,74.625,17.43142144638404,False
172,2011-06-21,3,0,6,False,2,True,2,0.680833,0.637646,0.770417,0.171025,774,4061,4835,77.0417,16.008273009307135,False
173,2011-06-22,3,0,6,False,3,True,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,70.75,14.666074994453075,False
174,2011-06-23,3,0,6,False,4,True,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,70.3333,15.5741127348643,False
175,2011-06-24,3,0,6,False,5,True,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,57.3333,19.41494690442797,False
176,2011-06-25,3,0,6,False,6,False,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,48.3333,34.2560553633218,False
177,2011-06-26,3,0,6,False,0,False,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,51.3333,36.19227144203582,False
178,2011-06-27,3,0,6,False,1,True,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,65.8333,18.139337298215803,False
179,2011-06-28,3,0,6,False,2,True,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,63.416700000000006,15.748709122203097,False
180,2011-06-29,3,0,6,False,3,True,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,49.7917,16.229665071770334,False
181,2011-06-30,3,0,6,False,4,True,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,43.416700000000006,18.621940163191297,False
182,2011-07-01,3,0,7,False,5,True,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,39.625,23.237597911227155,False
183,2011-07-02,3,0,7,False,6,False,1,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,44.4583,43.05528423520219,False
184,2011-07-03,3,0,7,False,0,False,2,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,68.25,49.085824908582495,False
185,2011-07-04,3,0,7,True,1,False,2,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,63.7917,50.71984113850736,False
186,2011-07-05,3,0,7,False,2,True,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,59.0417,22.10075026795284,False
187,2011-07-06,3,0,7,False,3,True,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,74.33330000000001,16.936703391661265,False
188,2011-07-07,3,0,7,False,4,True,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,65.125,16.4198606271777,False
189,2011-07-08,3,0,7,False,5,True,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,75.79169999999999,17.12871287128713,False
190,2011-07-09,3,0,7,False,6,False,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,60.9167,37.25637181409295,False
191,2011-07-10,3,0,7,False,0,False,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,57.8333,35.709895513214505,False
192,2011-07-11,3,0,7,False,1,True,1,0.7625,0.729804,0.635833,0.282337,723,3363,4086,63.5833,17.694566813509542,False
193,2011-07-12,3,0,7,False,2,True,1,0.794167,0.739275,0.559167,0.200254,662,3596,4258,55.9167,15.547205260685768,False
194,2011-07-13,3,0,7,False,3,True,1,0.746667,0.689404,0.631667,0.146133,748,3594,4342,63.1667,17.227084292952558,False
195,2011-07-14,3,0,7,False,4,True,1,0.680833,0.635104,0.47625,0.240667,888,4196,5084,47.625,17.466561762391816,False
196,2011-07-15,3,0,7,False,5,True,1,0.663333,0.624371,0.59125,0.182833,1318,4220,5538,59.12500000000001,23.799205489346335,False
197,2011-07-16,3,0,7,False,6,False,1,0.686667,0.638263,0.585,0.208342,2418,3505,5923,58.5,40.823906803984464,False
198,2011-07-17,3,0,7,False,0,False,1,0.719167,0.669833,0.604167,0.245033,2006,3296,5302,60.4167,37.834779328555264,False
199,2011-07-18,3,0,7,False,1,True,1,0.746667,0.703925,0.65125,0.215804,841,3617,4458,65.125,18.864961866307763,False
200,2011-07-19,3,0,7,False,2,True,1,0.776667,0.747479,0.650417,0.1306,752,3789,4541,65.0417,16.560229024443952,False
201,2011-07-20,3,0,7,False,3,True,1,0.768333,0.74685,0.707083,0.113817,644,3688,4332,70.70830000000001,14.866112650046167,False
202,2011-07-21,3,0,7,False,4,True,2,0.815,0.826371,0.69125,0.222021,632,3152,3784,69.125,16.701902748414376,False
203,2011-07-22,3,0,7,False,5,True,1,0.848333,0.840896,0.580417,0.1331,562,2825,3387,58.0417,16.592855033953352,False
204,2011-07-23,3,0,7,False,6,False,1,0.849167,0.804287,0.5,0.131221,987,2298,3285,50.0,30.04566210045662,False
205,2011-07-24,3,0,7,False,0,False,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,55.0833,29.11813643926789,False
206,2011-07-25,3,0,7,False,1,True,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,75.7083,14.791666666666666,False
207,2011-07-26,3,0,7,False,2,True,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,54.0833,16.33986928104575,False
208,2011-07-27,3,0,7,False,3,True,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,40.291700000000006,16.215635738831615,False
